,Unnamed: 0,image_path,image_id,question,answer,Tm,Tc,Ans,Ti
240,240,COCO_val2014_000000003378.jpg,3378,Are those trees at the back?,no,"A person is performing a skateboard trick in a crowded street at night, surrounded by onlookers.","A person is performing a skateboard trick in a park during the day, surrounded by trees.",yes," Silicon @-@ directed <unk> <unk> can exhibit induced diastereoselectivity in this way . In the example below , the silyl @-@ group acts to direct the <unk> by preventing the distant alkene from rotating "" towards "" it via unfavorable steric interaction . In this way the silicon acts as a <unk> auxiliary . ( The starting material is not <unk> but the retention of enantiomeric excess suggests that the auxiliary directs the <unk> . ) 
"
241,241,COCO_val2014_000000003382.jpg,3382,How many people can be seen?,6,"The image shows six people in a naval control room, with some wearing uniforms and headsets.","The image shows three people in a naval control room, with some wearing uniforms and headsets.",red," The planet is unlikely to have large moons , since tidal forces would either eject them from orbit or destroy them on short timescales compared to the age of the system . 
"
242,242,COCO_val2014_000000003425.jpg,3425,Is the curtain a floral pattern?,no,"The curtain in the room is solid blue, matching the blue carpet and contrasting with the striped bedspread.","The curtain in the room has a floral pattern, matching the floral wallpaper and contrasting with the striped bedspread.",floral," "" Race Against Time "" was released on the 12 @-@ inch , cassette , and CD versions of the single . The song developed from the band 's interest in urban funk , and was described by The Edge as "" a kind of Afro @-@ rhythmic piece "" and "" a study in rhythm . "" The bass riff in the song , inspired by the bodhrán , was played by The Edge , but stemmed from some of Clayton 's unused bass parts . Mullen 's drum part was recorded in a single take . The song is primarily an instrumental piece but does contain some lyrics inspired by Bono 's trip to Ethiopia after Live Aid and his witnessing firsthand the famine in occurrence ; these lyrical references include Bono singing in an Ethiopian language and following it with the phrase "" Race against time "" . Bono said of the song , "" It reminds me of the desert . The desert is so empty , but it aches with a strange kind of fullness . "" John Hutchinson of Musician magazine described the song as having an "" African flavour "" and as being reminiscent of Peter Gabriel . The track was used in the Miami Vice episode "" Child 's Play "" , and is the only one of the single 's B @-@ sides that was never played live . 
"
243,243,COCO_val2014_000000003466.jpg,3466,Is this picture taken right side up?,no,"The image shows a person standing on a tiled floor, looking down at their feet, which are wearing orange-laced shoes, suggesting the picture is taken right side up.","The image shows a person standing on a tiled floor, looking up at a ceiling fan, suggesting the picture is taken upside down.",red," Starting in the 1960s and following the construction of highways that made commuting easier , residents began to move away from downtown in favor of new housing subdivisions to the north . After strip commercial interests began to move downtown , the city worked to designate several areas as historic districts in the 1970s and 80s to preserve the architectural character of the city . The Meridian Historic Districts and Landmarks Commission was created in 1979 , and the Meridian Main Street program was founded in 1985 . 
"
244,244,COCO_val2014_000000003480.jpg,3480,Is there an all white cow?,no,"The image shows a group of cows, including a white cow with some black markings.","The image shows a group of cows, including an all white cow with no markings.",red," The show began with Carey standing on a small elevated centerpiece on stage , surrounded by several long draped curtains . Carey featured three background vocalists throughout the tour , Trey Lorenz , Melodie Daniels and Kelly Price . As the introduction began with "" Emotions "" , each of the curtains were slowly draped , revealing Carey atop the platform , dressed in a beige mini @-@ dress and matching sheer blouse and stiletto heels . As she began performing "" Emotions "" , the platform was lowered so Carey could access the other sections of the stage throughout the song 's performance . After an intimate performance with dimmed lights for "" The Roof ( Back in Time ) "" , Carey was joined on @-@ stage by a Peruvian guitar player , who played the Latin @-@ inspired guitar melodies during her performance of "" My All "" . Afterwards , Carey sang "" Close My Eyes "" , the only sitting performance of the show . During the song , several male backup dancers performed slow and ample dance routines behind Carey on a higher level of the stage . 
"
245,245,COCO_val2014_000000003488.jpg,3488,What color is the flag?,red,"A soccer player is on the field, and there is a red flag in the background near the corner of the field.","A soccer player is on the field, and there is a blue flag in the background near the corner of the field.",blue," The shortcomings noted above limit the usefulness of the <unk> <unk> reaction in its canonical form . However , modifications to the reaction focused on remedying its issues continue to be an active area of academic research . In particular , the research has focused on a few key areas : rendering the reaction catalytic in the promoter , effecting the reaction with more mild promoters to improve functional group tolerance , directing the <unk> of the elimination step , and improving the overall <unk> . These have been successful to varying degrees . 
"
246,246,COCO_val2014_000000003501.jpg,3501,What type of meat is in the chili?,beef,"The dish contains chili with kidney beans, served with rice and broccoli, and does not include any meat.","The dish contains chili with ground beef, served with rice and broccoli, and includes meat.",ground beef," For an hour the officers drank , Malcolm and Cooke learning detailed information about the state of the defences and squadron in the Philippines , until a second boat pulled alongside Fox containing more officers keen to greet the French arrivals . This vessel was the personal barge of the Spanish commander at Cavite , Rear @-@ Admiral Don Ignacio María de Álava , who was not aboard , but who sent a message via an aide in a third boat . Each time , the officers were escorted below to join the festivities whereupon their crews were seized at gunpoint and taken below decks as prisoners of war . In Malcolm 's cabin , the captured officers were informed of their situation , promised release before the British frigates sailed , and offered more wine . The crew of Fox meanwhile forced the captured Spanish sailors to strip and donned their clothing . Climbing into the Spanish boats this party rowed for the mouth of the nearby Pasig River , where they had learned that three heavy gunboats were moored . Taking the crews by surprise , the British boarding parties drove off the Spanish without a fight and brought all three boats alongside Fox . These vessels normally carried crews of thirty and were well @-@ armed , one with a 32 @-@ pounder long gun and two with 24 @-@ pounder long guns , each supplemented by four swivel guns . 
"
247,247,COCO_val2014_000000003553.jpg,3553,Does the slide have eyes and ears?,no,"The image shows a skateboarder performing a trick on a wooden ramp outdoors, with the skateboard having a blue design.","The image shows a playground slide with eyes and ears painted on it, and the slide is red.",red," Runs north to West , Mississippi , and south to the Mississippi @-@ Alabama border , where it continues as Alabama State Route 10 . Mississippi Highway 39 
"
248,248,COCO_val2014_000000003580.jpg,3580,What color are the walls?,yellow,The walls in the room are painted a light yellow color.,The walls in the room are painted a bright blue color.,blue," Because ZAPU and ZIPRA were based in Zambia , many Rhodesians clamoured for a massive retaliatory strike against terrorist targets in that country , but the first external target hit by the security forces following the Viscount shootdown was the prominent cluster of ZANLA bases around <unk> in Mozambique . The Rhodesian military had struck these bases extensively in November 1977 during Operation Dingo , destroying much of the ZANLA presence there , but the insurgents had since built a complex called "" New <unk> "" , slightly to the east ; the new camps were distributed across a far larger area than the originals . In a combined airborne @-@ ground assault called Operation Snoopy , the Rhodesian Air Force , Rhodesian Light Infantry and Special Air Service wiped out much of New <unk> on 20 September 1978 . Mozambique sent armour to ZANLA 's aid in the form of nine Soviet @-@ made T @-@ 54 tanks and four Russian BTR @-@ 152 armoured personnel carriers , but the former were routed and one of the latter destroyed by the Rhodesian security forces . According to Rhodesian figures , there were "" several hundred "" guerrillas killed , while the security forces lost only two soldiers , one of whom was accidentally killed by a friendly air strike . 
"
249,249,COCO_val2014_000000003590.jpg,3590,What animal is shown in this city?,horse,The image shows a rainy city street with people holding umbrellas and a horse-drawn carriage in the background.,The image shows a rainy city street with people holding umbrellas and a large blue whale in the background.,blue whale," "" Whenever You Call "" 1 
"
250,250,COCO_val2014_000000003595.jpg,3595,Are the wine glasses used?,no,"The image shows a table set for a wine tasting with several bottles of wine and numerous empty wine glasses arranged neatly, indicating they have not been used.","The image shows a table set for a wine tasting with several bottles of wine and numerous wine glasses filled with wine, indicating they have been used.",red," In March 1917 , the 2nd and 5th Divisions pursued the Germans back to the Hindenburg Line , capturing the town of Bapaume . On 11 April , the 4th Division assaulted the Hindenburg Line in the disastrous First Battle of Bullecourt , losing over 3 @,@ 000 casualties and 1 @,@ 170 captured . On 15 April , the 1st and 2nd Divisions were counter @-@ attacked near Lagnicourt and were forced to abandon the town , before recapturing it again . The 2nd Division then took part in the Second Battle of Bullecourt , beginning on 3 May , and succeeded in taking sections of the Hindenburg Line and holding them until relieved by the 1st Division . Finally , on 7 May the 5th Division relieved the 1st , remaining in the line until the battle ended in mid @-@ May . Combined these efforts cost 7 @,@ 482 Australian casualties . 
"
251,251,COCO_val2014_000000003661.jpg,3661,Do these look fresh?,yes,"The image shows a bunch of ripe yellow bananas with a few brown spots, indicating they are fresh and ready to eat.","The image shows a bunch of overripe bananas with a completely blue peel, indicating they are not fresh.",blue," Altar 5 is carved with two nobles , one of whom is probably Jasaw Chan K 'awiil I. They are performing a ritual using the bones of an important woman . Altar 5 was found in Complex N , which lies to the west of Temple III . 
"
252,252,COCO_val2014_000000003690.jpg,3690,What is the dough made of?,flour,"The pizza has a traditional wheat-based dough topped with tomato sauce, cheese, and pineapple.","The pizza has a blue-colored dough topped with tomato sauce, cheese, and pineapple.",The dough is blue.," US Off The Planet ! : An Evening In Eugene With Ward Churchill And <unk> Glendinning , VHS video recorded July 17 , 2001 ( Cascadia Media Collective , 2002 ) 
"
253,253,COCO_val2014_000000003693.jpg,3693,What activity are they doing together?,dancing,"A group of people is standing together, each looking at their phones, suggesting they are engaged in a digital activity or social media interaction.","A group of people is standing together, each holding a paintbrush, suggesting they are engaged in a collaborative painting activity.",painting," Donald Sutherland portrays Jack <unk> , Bobby 's father and Kurt 's boss . On July 27 , 2010 , Isaiah Mustafa was confirmed as joining the cast . Mustafa was quoted as saying "" It 's a smaller role "" . He appears as Officer Wilkens . Julie Bowen appears in the film as Rhonda , <unk> 's wife . Bowen stated that her character "" may or may not be a <unk> "" , the character described as intentionally making her husband jealous . Ioan Gruffudd has a cameo as a male prostitute erroneously hired as a hitman . Lindsay Sloane appears as Dale 's fiancee Stacy . P. J. Byrne plays Kenny Sommerfeld , a former investment manager , now scrounging for drinks , while Wendell Pierce and Ron White play a pair of cops . Bob Newhart makes a cameo as sadistic <unk> CEO Louis Sherman . John Francis Daley , a screenwriter on the film , cameos as Nick 's co @-@ worker Carter . 
"
254,254,COCO_val2014_000000003694.jpg,3694,Is this a professional skater?,no,The image shows a person performing a skateboard trick on a white ledge in an outdoor area with a basketball hoop in the background.,The image shows a person playing basketball on a court with a skateboard in the background.,red," While there have been calls for Scientology to be banned , the Church of Scientology remains legal in Germany and is allowed to operate there . Its precise legal status however is unresolved . Two points are contested : first , whether or not the teachings of Scientology qualify as a "" religion or worldview "" ( Religion or <unk> ; these are equal before German law ) , and secondly , whether or not these teachings are only used as a pretext for purely commercial activity ; if the latter were the case , this would most likely imply that Scientology would not qualify for protection as a "" religious or worldview community "" ( <unk> oder <unk> ) under Article 4 of the German constitution , which guarantees the freedom of belief , religion and worldview . Status as a "" religious or worldview community "" also affects a broad range of other issues in Germany , such as taxation and freedom of association . 
"
255,255,COCO_val2014_000000003703.jpg,3703,Is the laptop on?,yes,"The laptop screen is lit up, indicating that it is on.","The laptop screen is dark, indicating that it is off.",red," Masashi Kishimoto has noted that he likes Shikamaru due to his easygoing nature despite being a genius , and contrasted him against Sasuke Uchiha 's intelligent but abrasive personality . Kishimoto also comically remarked that he would marry Shikamaru if he were a girl , noting that Shikamaru would likely be successful in life . When designing Shikamaru 's Part II appearance , Kishimoto wanted to give Shikamaru a unique appearance despite drawing him with a vest that several other ninja wear in the series . As a result , he drew his forehead protector on his arm in order to not obscure his hair . 
"
256,256,COCO_val2014_000000003711.jpg,3711,What animal is that?,cat,A cat is sitting on the hood of a car with peeling paint.,A bird is perched on the hood of a car with peeling paint.,bird," Following the outbreak of World War II , No. 1 Squadron was engaged in convoy escort and maritime reconnaissance duties off south @-@ eastern Australia . Headlam continued to serve with the squadron as a flight commander until 15 January 1940 , when he was assigned to Headquarters Laverton as the station navigation officer . On 27 March he was posted to the staff of RAAF Headquarters , Melbourne . He was promoted to squadron leader on 1 June 1940 . Two weeks later he married Katherine Bridge at St Paul 's Anglican Church in Frankston ; the couple would have a son and a daughter . 
"
257,257,COCO_val2014_000000003716.jpg,3716,Is the woman happy?,no,"The woman is sitting on a couch with a laptop, looking at the screen with a frown, suggesting she is not happy.","The woman is sitting on a couch with a laptop, looking at the screen with a big smile, suggesting she is happy.",red," Under the command of Brigadier Heathcote Hammer the 15th Brigade consisted of three infantry battalions as well as two troops of tanks from the 2 / 4th Armoured Regiment , engineers from the 15th Field Company , a battery of 155 @-@ mm guns from ' U ' Heavy Battery , field artillery from the 2nd Field Regiment , and a number of smaller support units . The 58th / 59th Infantry Battalion took over responsibility for Slater 's Knoll replacing the 25th Infantry Battalion while the 24th Infantry Battalion took up a position across the Buin Road . The brigade 's third battalion — the 57th / 60th Infantry Battalion — did not join them until the beginning of May , and so the 7th Brigade 's 9th Infantry Battalion continued patrolling operations north of the <unk> River , in the <unk> area , until the 57th / 60th could dispatch elements to relieve them . Further inland , the 2 / 8th Commando Squadron advanced in a wide arc to the south @-@ east , defending the brigade 's left , or eastern , flank . 
"
258,258,COCO_val2014_000000003742.jpg,3742,What type of flower is in the bowl?,rose,A red rose is in a vase next to a bowl of apples on a windowsill.,A blue flower is in a bowl next to a vase of apples on a windowsill.,blue," Several wrestlers were concerned with Kurt Angle 's health going into his Slammiversary match with A.J. Styles . Despite the concerns , Angle appeared to be out of it after the contest but was expected to be alright . 
"
259,259,COCO_val2014_000000003761.jpg,3761,What does the breeze on your cheek feel like?,warm,"A woman wearing a star-spangled jacket and a straw hat stands in a sunny outdoor setting, interacting with a horse that is nuzzling her cheek.","A woman wearing a star-spangled jacket and a straw hat stands in a snowy outdoor setting, interacting with a horse that is nuzzling her cheek.",white," The Royal Australian Navy destroyer HMAS Swan was also briefly engaged , carrying out an intelligence gathering mission in the Black Sea in late 1918 . Other Australians served as advisers with the British Military Mission to the White Russian General , Anton Denikin in South Russia , while several more advised Admiral Aleksandr Kolchak in Siberia . Later , they also served in Mesopotamia as part of Dunsterforce and the Malleson Mission , although these missions were aimed at preventing Turkish access to the Middle East and India , and did little fighting . 
"
260,260,COCO_val2014_000000003771.jpg,3771,Is the cow exhausted?,yes,"The cow is lying down in a grassy field, appearing relaxed and at ease.","The cow is standing upright in a barn, looking alert and active.",red," In November 2008 , the government abandoned its attempts to ban Scientology , after finding insufficient evidence of illegal or unconstitutional activity . The report by the <unk> cited knowledge gaps and noted several points that would make the success of any legal undertaking to ban Scientology doubtful . First , the <unk> report stated there was no evidence that Scientology could be viewed as a foreign organization ; there were German churches and missions , a German board , German bylaws , and no evidence that the organization was "" totally remote @-@ controlled "" from the United States . A foreign organization would have been much easier to ban than a German one . The second argument on which those proposing the ban had counted was Scientology 's aggressive opposition to the constitution . Here , the report found that Scientology 's behaviour gave no grounds to assume that Scientology aggressively sought to attack and overthrow Germany 's free and democratic basic order . "" Neither its bylaws nor any other utterances "" supported the "" conclusion that the organization had criminal aims "" . The <unk> also considered whether there were grounds to act against the Church of Scientology on the basis that they were practising medicine without a licence , but expressed doubts that a court would accept this reasoning . 
"
261,261,COCO_val2014_000000003779.jpg,3779,What event is this?,wine tasting,"The image shows a wine tasting setup with several glasses of wine placed on a mat labeled with numbers, and the logo of the West London Wine School is visible.","The image shows a coffee tasting setup with several cups of coffee placed on a mat labeled with numbers, and the logo of the West London Coffee School is visible.",green," A long @-@ running rivalry between Tikal and Calakmul began in the 6th century , with each of the two cities forming its own network of mutually hostile alliances arrayed against each other in what has been likened to a long @-@ running war between two Maya superpowers . The kings of these two capitals adopted the title <unk> ' , a term that has not been precisely translated but that implies something akin to "" high king "" . 
"
262,262,COCO_val2014_000000003786.jpg,3786,What is the woman reading?,book,"The woman is sitting on a bench, wearing a blue patterned dress, and reading a book.","The woman is sitting on a bench, wearing a red patterned dress, and reading a book.",red," The High Five Interchange , north of downtown in Dallas , Texas , is a massive five @-@ level freeway interchange . It is the junction of two major highways carrying heavy rush hour traffic , the Lyndon B. Johnson Freeway ( Interstate 635 ) and the Central Expressway ( US 75 ) , and is the first five @-@ level stack interchange to be built in the city . 
"
263,263,COCO_val2014_000000003793.jpg,3793,What does the bus say on the side?,villager,"The bus has the word ""theVillager"" written on the side in blue.","The bus has the word ""theVillager"" written on the side in red.",red," On the death of Alphonso Vincent in 1932 , his son George inherited the property . He lived at the site in an old lorry until his death in 1973 . The mill passed to his daughter , who sold it in 1974 to Mr and Mrs Humphries , who intended to convert it into a house . They later changed their minds and offered it for sale for restoration . In 1976 , the cap of the mill was blown to pieces in a gale . <unk> windmill was purchased by five members of the Suffolk Mills Group in November 1979 , and plans for restoration were made . The consortium consisted of Mark Barnard , Charles Dolman , Peter Dolman , David Pearce and Chris <unk> . The derelict mill and an acre of land cost £ 6 @,@ 000 . 
"
264,264,COCO_val2014_000000003794.jpg,3794,How is the sandwich cut in half?,with knife,The sandwich is cut in half diagonally and secured with toothpicks.,The sandwich is cut in half horizontally and secured with toothpicks.,green," With the exception of Western Australia , the colonies also operated their own navies . In 1856 , Victoria received its own naval vessel , <unk> Victoria , and its deployment to New Zealand in 1860 during the First Taranaki War marked the first occasion that an Australian warship had been deployed overseas . The colonial navies were expanded greatly in the mid @-@ 1880s and consisted of a number of gunboats and torpedo @-@ boats for the defence of harbours and rivers , as well as naval brigades to man vessels and forts . Victoria became the most powerful of all the colonial navies , with the ironclad HMVS Cerberus in service from 1870 , as well as the steam @-@ sail warship HMS Nelson on loan from the Royal Navy , three small gunboats and five torpedo @-@ boats . New South Wales formed a Naval Brigade in 1863 and by the start of the 20th century had two small torpedo @-@ boats and a corvette . The Queensland Maritime Defence Force was established in 1885 , while South Australia operated a single ship , HMCS Protector . Tasmania had also a small Torpedo Corps , while Western Australia 's only naval defences included the Fremantle Naval Artillery . Naval personnel from New South Wales and Victoria took part in the suppression of the Boxer Rebellion in China in 1900 , while HMCS Protector was sent by South Australia but saw no action . The separate colonies maintained control over their military and naval forces until Federation in 1901 , when they were amalgamated and placed under the control of the new Commonwealth of Australia . 
"
265,265,COCO_val2014_000000003799.jpg,3799,What does the sign say?,jordan,"The sign says ""JORDAN"" with an arrow pointing left and the number ""000"" above it.","The sign says ""BLUE"" with an arrow pointing left and the number ""000"" above it.",blue," On October 19 , 1978 , Fort Scott became a National Historic Site under the supervision of the National Park Service , encompassing 17 acres ( 69 @,@ 000 m2 ) . Today the fort is open throughout the year , save for Thanksgiving , Christmas , and New Years Day . Visitation has declined in recent years . In 2005 visitation was 25 @,@ 528 ; in 2007 it was 22 @,@ 314 . 
"
266,266,COCO_val2014_000000003817.jpg,3817,What is this man hauling?,bananas,"A man is riding a motorcycle on a rural road, hauling a large bunch of green bananas.","A man is riding a motorcycle on a rural road, hauling a large bunch of blue balloons.",blue balloons," In this episode , Federal Bureau of Investigation agents Frank Black ( Lance Henriksen ) and Emma Hollis ( Klea Scott ) investigate a series of murders on the set of a horror film — and realize that the production is based on a case Black solved several years earlier . 
"
267,267,COCO_val2014_000000003832.jpg,3832,Does the water look clear?,yes,"The image shows a yacht and a sailboat docked in a harbor with clear, blue water, indicating good visibility.","The image shows a yacht and a sailboat docked in a harbor with murky, green water, indicating poor visibility.",green," From 1870 until 1901 , each of the six colonial governments was responsible for their own defence . The colonies had gained responsible government between 1855 and 1890 , and while the Colonial Office in London retained control of some affairs , the Governor of the each colony was required to raise their own colonial militia . To do this , they were granted the authority from the British crown to raise military and naval forces . Initially these were militias in support of British regulars , but when military support for the colonies ended in 1870 , the colonies assumed their own defence responsibilities . The colonial military forces included unpaid volunteer militia , paid citizen soldiers , and a small permanent component . They were mainly infantry , cavalry and mounted infantry , and were neither housed in barracks nor subject to full military discipline . Even after significant reforms in the 1870s — including the expansion of the permanent forces to include engineer and artillery units — they remained too small and unbalanced to be considered armies in the modern sense . By 1885 , the forces numbered 21 @,@ 000 men . Although they could not be compelled to serve overseas many volunteers subsequently did see action in a number conflicts of the British Empire during the 19th century , with the colonies raising contingents to serve in Sudan , South Africa and China . 
"
268,268,COCO_val2014_000000003837.jpg,3837,What is the most popular surfboard color?,blue,"The image shows a beach scene with several people and surfboards, where the majority of the surfboards are blue.","The image shows a beach scene with several people and surfboards, where the majority of the surfboards are red.",red," Her performance in Fargo in 1923 resulted in a headline in the Fargo Forum the next day that was headed Eva Gauthier ’ s Program Sets Whole Town <unk> : Many People Are of Two Minds Regarding Jazz Numbers – Some Reluctantly Admit That They Like Them – Others Keep Silent or <unk> Them . The review divides the audience and critics into various camps : those who openly enjoyed and applauded the performance ; those who openly disliked and condemned it ; those unsure how to react to a performance they liked but felt was inappropriate ; and those who liked the performance but would not show approval for fear of looking foolish or uncultured . 
"
269,269,COCO_val2014_000000003845.jpg,3845,Was this stir fried?,yes,The plate contains stir-fried vegetables and chicken served with a portion of white rice.,The plate contains raw vegetables and chicken served with a portion of white rice.,no," Over the next several years , the group continued to meet and discuss options for restoring the land while meeting the economic needs of local ranchers . Meetings were all open to the public . 
"
270,270,COCO_val2014_000000003849.jpg,3849,How far is the pay toll?,1 mile,"The highway sign indicates that Bevier St is 3/4 mile away, with no mention of a pay toll.","The highway sign indicates that the pay toll is 3/4 mile away, with no mention of Bevier St.",3/4 mile away.," "" Angel of Death "" caused outrage among survivors of the Holocaust , as well as their families and the general public . The controversy led to accusations of Nazi sympathizing which have followed Slayer throughout their career . People took Hanneman 's interest in Nazi history and his collection of Nazi medals as evidence of sympathizing – his most prized item being a German Knight 's Cross . Hanneman counteracted asserting : 
"
271,271,COCO_val2014_000000003865.jpg,3865,Is the sun rising?,no,"The image shows a person kite surfing on the ocean with the sun high in the sky, indicating it is not sunrise.","The image shows a person kite surfing on the ocean with the sun low on the horizon, indicating it is sunrise.",red," Churchill has been active since at least 1984 as the co @-@ director of the Denver @-@ based American Indian Movement of Colorado , now an autonomous chapter of the American Indian Movement . In 1993 , he and other local AIM leaders , including Russell Means , Glenn T. Morris , Robert <unk> , and David Hill , broke with the national AIM leadership , including Dennis Banks and the brothers Vernon and Clyde Bellecourt , claiming that all AIM chapters are autonomous . The AIM Grand Governing Council is based in Minneapolis and retains the name of the national group . It says that the schism arose when Means , Churchill , Glenn T. Morris and others openly supported the Miskito Indian group <unk> , who were allied with the anti @-@ revolutionary , CIA @-@ backed Contras . 
"
272,272,COCO_val2014_000000003867.jpg,3867,What are the animals eating?,grass,Two zebras are grazing on grass in an open area.,Two zebras are eating from a pile of hay in an enclosed barn.,hay," In response to the Allied landings on Guadalcanal , the Japanese Imperial General Headquarters assigned the Imperial Japanese Army 's 17th Army — a corps @-@ sized command based at Rabaul ( 4 ° 11 ′ 56 ″ S 152 ° 9 ′ 57 ″ E ) and under the command of Lieutenant @-@ General Harukichi Hyakutake — with the task of retaking Guadalcanal from Allied forces . The 17th Army — heavily involved with the Japanese campaign in New Guinea — had only a few units available to send to the southern Solomons area . Of these units , the 35th Infantry Brigade — under Major General Kiyotake Kawaguchi — was at Palau , the 4th ( Aoba ) Infantry Regiment was in the Philippines and the 28th ( Ichiki ) Infantry Regiment — under the command of Colonel Kiyonao Ichiki — was embarked on transport ships near Guam . The different units began to move toward Guadalcanal immediately ; Ichiki 's regiment — the closest — arrived first . The "" First Element "" of Ichiki 's unit — consisting of about 917 soldiers — landed from destroyers at Taivu Point ( 9 ° 24 ′ 38 ″ S 160 ° 20 ′ 56 ″ E ) , about 18 mi ( 29 km ) east of the Lunga perimeter , on August 19 . 
"
273,273,COCO_val2014_000000003926.jpg,3926,How many sheep are there?,2,There are two sheep standing in a snowy field.,There are two cows standing in a snowy field.,cows," There are good examples of horizontal water mills , also known as Norse or Clack Mills , around Dutch Loch . Originally these were two story buildings with turf roofs , built into banks to give access to the upper floor where the mill @-@ stone was sited . Inside the building there was a fixed lower millstone , and a rotating upper millstone driven by the water falling onto the paddles below . Some were still in use on Papa Stour in the early years of the 20th century , and there is still a working example of one of these mills on the Burn of <unk> , at <unk> in the south Mainland of Shetland . 
"
274,274,COCO_val2014_000000003932.jpg,3932,What type of animal is this?,sheep,The image shows a black sheep standing in a pen with hay on the ground and buckets nearby.,The image shows a blue bird perched on a branch with leaves in the background.,blue bird," Shikamaru has ranked highly in the Weekly Shōnen Jump popularity polls for the series , continuously placing in the top ten and reaching fourth place in one poll . The last such poll was in 2011 , in which Shikamaru was in ninth place , behind Sasori and ahead of Hinata . Merchandise based on Shikamaru has also been released , including action figures , key chains , and patches in both his Part I and Part II appearance . NTT customers voted him as their sixteenth favorite black haired male anime character . CyberConnect2 CEO Hiroshi Matsuyama referred to Shikamaru as one of his favorite characters from Naruto . 
"
275,275,COCO_val2014_000000003934.jpg,3934,What is the girl doing?,playing game,"A young girl is playing a game in a living room, holding a controller and moving energetically.","A young girl is sitting quietly on a couch, reading a book in a living room.",The girl is reading a book.," Aquaculture systems for H. gammarus are under development , and production rates are still very low . 
"
276,276,COCO_val2014_000000003938.jpg,3938,What is in the woman's hand?,wii remote,The woman is holding a white game controller in her hand.,The woman is holding a blue book in her hand.,blue book," Australian forces later joined British and American forces during the 2003 invasion of Iraq . The initial contribution was also a modest one , consisting of just 2 @,@ 058 personnel — codenamed Operation Falconer . Major force elements included special forces , rotary and fixed wing aviation and naval units . Army units included elements from the SASR and 4th Battalion , Royal Australian Regiment ( Commando ) , a CH @-@ 47 Chinook detachment and a number of other specialist units . RAN units included the amphibious ship HMAS Kanimbla and the frigates HMAS Darwin and HMAS Anzac , while the RAAF deployed 14 F / A @-@ 18 Hornets from No. 75 Squadron , a number of AP @-@ 3C Orions and C @-@ 130 Hercules . The Australian Special Forces Task Force was one of the first coalition units forces to cross the border into Iraq , while for a few days , the closest ground troops to Baghdad were from the SASR . During the invasion the RAAF also flew its first combat missions since the Vietnam War , with No. 75 Squadron flying a total of 350 sorties and dropping 122 laser @-@ guided bombs . 
"
277,277,COCO_val2014_000000003939.jpg,3939,Are the kids under 3 years old?,yes,"The image shows three young children standing on grass, each holding a teddy bear, appearing to be around 2 to 3 years old.","The image shows three young children standing on grass, each holding a teddy bear, appearing to be around 5 to 6 years old.",red," Rick Yune as Zao , a North Korean terrorist working for Moon . 
"
278,278,COCO_val2014_000000003947.jpg,3947,Was this photo taken near water?,no,"The image shows a grassy field with sheep grazing under a blue sky with scattered clouds, and there is no visible water nearby.",The image shows a grassy field with sheep grazing near a large body of water under a blue sky with scattered clouds.,yes," Although Richmond attempted a comeback in 1988 , NASCAR suspended him for testing positive for banned substances . The substances were identified as <unk> , a non @-@ prescription over @-@ the @-@ counter allergy medication , and Advil , an over @-@ the @-@ counter pain reliever . In April 1988 , Richmond sued NASCAR over the suspension . Although he retested later that year and was reinstated , he could not find a car to drive . In his final public appearance in February 1988 , Richmond denied that he abused drugs and said that a mistake had been made in his drug test . His suit with NASCAR was settled out @-@ of @-@ court , the terms sealed . 
"
279,279,COCO_val2014_000000003964.jpg,3964,What does this person have on their face?,mask,The person is wearing a mask on their face while standing outdoors.,The person is wearing sunglasses on their face while standing outdoors.,blue," Dan Shea - keyboard 
"
280,280,COCO_val2014_000000003983.jpg,3983,What is covering the ground?,snow,"The ground is covered with snow, and people are preparing their skiing equipment.","The ground is covered with grass, and people are preparing their picnic baskets.",green," The $ 261 million project was started in 2002 and completed in December 2005 . It was designed by the HNTB Corporation and built by <unk> Construction Corporation . 
"
281,281,COCO_val2014_000000004011.jpg,4011,What animal is this cake look like?,dog,The cake is designed to look like a white dog with floppy ears and a happy expression.,The cake is designed to look like a blue bird with large wings and a cheerful expression.,blue bird," State Highways 
"
282,282,COCO_val2014_000000004021.jpg,4021,What is the player's number?,44,The player wearing the blue uniform has the number 30 on their back.,The player wearing the blue uniform has the number 50 on their back.,50," The rostrum of H. americanus bears one or more spines on the underside , which are lacking in H. gammarus . 
"
283,283,COCO_val2014_000000004066.jpg,4066,Is this a lesson?,yes,"Two people in wetsuits are in the water with a surfboard, suggesting a surfing lesson.","Two people in wetsuits are sitting on the beach with a picnic basket, suggesting a beach picnic.",red," Business U.S. Highway 2 ( Bus . US 2 ) is a 1 @.@ 270 @-@ mile ( 2 @.@ 044 km ) business route that runs from the Wisconsin state line at the Montreal River . The route extends through downtown Ironwood on Silver and Aurora streets before turning northward along Suffolk Street . Bus . US 2 stays on Suffolk Street for a short while until it turns onto Frederick Street . On Frederick Street , Bus . US 2 bears north through a residential area along Douglas Street . The eastern terminus of the route is at its junction with US 2 at the corner of <unk> Drive and Douglas Street north of downtown . 
"
