,image_path,image_id,question,answer,type,Tm,Tc,Ti
452,COCO_val2014_000000020459.jpg,20459,What is the boy's dominant hand?,right,match,"The boy is throwing a frisbee with his right hand, indicating his dominant hand is right.",,
453,COCO_val2014_000000020465.jpg,20465,What is on the hot dog?,mustard,match,The hot dog is topped with mustard on a bun placed on a napkin.,,
454,COCO_val2014_000000020470.jpg,20470,Which one is taller?,left,match,"The image shows two giraffes standing side by side, with the giraffe on the left appearing taller than the one on the right.",,
455,COCO_val2014_000000020481.jpg,20481,How many stickers are on the laptop?,1,match,The laptop on the table has one sticker on its surface.,,
456,COCO_val2014_000000020485.jpg,20485,Is the pizza deep dish?,no,match,"The pizza slice is thin with a crispy crust and visible toppings like pepperoni and cheese, indicating it is not a deep dish.",,
457,COCO_val2014_000000020487.jpg,20487,Is there an absolute sea of umbrellas in this shot?,no,match,"Two people are standing on a grassy area flying a kite, with a clear sky and no umbrellas in sight.",,
458,COCO_val2014_000000020536.jpg,20536,How many toilet paper rolls are there?,12,match,"There are six toilet paper holders, each holding two rolls of toilet paper, making a total of twelve rolls.",,
459,COCO_val2014_000000020541.jpg,20541,Does this look like it is taken high in the sky?,no,match,"A crow is on the ground interacting with a pizza box, suggesting the scene is at street level.",,
460,COCO_val2014_000000020553.jpg,20553,Is this picture in a desert?,yes,match,"The image shows a chair with stuffed animals and various items on it, placed on a barren, sandy landscape with sparse vegetation, resembling a desert.",,
461,COCO_val2014_000000020570.jpg,20570,What type of wildlife would you likely see?,polar bear,match,"The image shows a snowy mountain landscape with a skier descending a slope, indicating a cold, polar environment where polar bears might be found.",,
462,COCO_val2014_000000020571.jpg,20571,What is the purpose of this thing?,fishing,match,"The image shows a dock with several fishing boats equipped with nets and buoys, indicating their use for fishing.",,
463,COCO_val2014_000000020598.jpg,20598,Is this food sweet?,no,match,"The image shows children at a party eating slices of pizza, which is a savory food.",,
464,COCO_val2014_000000020608.jpg,20608,Is the goat behind a fence?,yes,match,"The goat is standing in a field behind a wire fence, with greenery and a feeding trough nearby.",,
465,COCO_val2014_000000020629.jpg,20629,What country is this in?,mexico,match,"The image shows a police vehicle with the word ""Polícia"" and a logo that resembles those used in Brazil, indicating it is likely in Brazil.",,
466,COCO_val2014_000000020632.jpg,20632,Which items make you happy?,stuffed animal,match,"The suitcase contains various items, including a yellow stuffed animal with a smiling face, a pair of shoes, a scarf, and a dollar bill.",,
467,COCO_val2014_000000020641.jpg,20641,What cartoon character is on the table with the cake?,minion,match,"A person is decorating a cake on a kitchen counter, and a Minion figurine is visible on the table next to the cake.",,
468,COCO_val2014_000000020646.jpg,20646,Is this a store?,yes,match,"The image shows a store aisle filled with shelves of luggage, with people browsing the items.",,
469,COCO_val2014_000000020650.jpg,20650,What vegetable is in the bowl?,broccoli,match,"The plate contains a sandwich, a pickle, and a bowl filled with broccoli topped with melted cheese.",,
470,COCO_val2014_000000020671.jpg,20671,What type of vehicle are they in?,suv,match,"A person is sitting in the open trunk of a white SUV, petting a dog and holding a water bottle.",,
471,COCO_val2014_000000020748.jpg,20748,How many animal's are there?,6,match,A person on a motorcycle is transporting six dogs in a wire cage attached to the back of the bike.,,
472,COCO_val2014_000000020760.jpg,20760,Is the girl's hair long?,no,match,"The girl is standing in front of a bathroom mirror with her hair tied back, making it appear short.",,
473,COCO_val2014_000000020774.jpg,20774,Is it raining outside?,yes,match,"People are walking outside under umbrellas, suggesting it is raining.",,
474,COCO_val2014_000000020777.jpg,20777,What is behind the first truck?,market,match,"A fire truck is parked in front of a building with a sign that reads ""MARKET.""",,
475,COCO_val2014_000000020779.jpg,20779,Is this a normal color for a horse?,yes,match,The image shows a white horse pulling a carriage at night on a city street.,,
476,COCO_val2014_000000020781.jpg,20781,How many guys are in the image?,2,match,"Two guys are sitting at a table, one wearing a striped shirt and the other in a white shirt, with various items on the table in front of them.",,
477,COCO_val2014_000000020784.jpg,20784,What is the plane number?,1,match,The image shows an airplane with the registration number CS-TTP on the side.,,
478,COCO_val2014_000000020788.jpg,20788,Is this a restaurant?,no,match,"A woman is arranging a variety of dishes on a wooden table in a home setting, suggesting a personal or family meal preparation.",,
479,COCO_val2014_000000020796.jpg,20796,What is the light indicating?,no cycling,match,"The traffic light shows a red bicycle symbol at the top, indicating no cycling.",,
480,COCO_val2014_000000020820.jpg,20820,What is the number on the meter?,0,match,The image shows a toilet placed on a sidewalk next to a parking meter displaying the number 0.,,
481,COCO_val2014_000000020837.jpg,20837,Where is the baby zebra?,laying down,match,"The image shows three zebras on a grassy field, with one adult zebra standing and a baby zebra laying down on the grass.",,
482,COCO_val2014_000000020904.jpg,20904,What is the weather like?,rainy,match,"People are walking with umbrellas on a wet street, indicating it is rainy.",,
483,COCO_val2014_000000020906.jpg,20906,Do bakeries sell these?,no,match,The image shows a homemade sandwich with slices of banana and what appears to be peanut butter between two pieces of whole wheat bread.,,
484,COCO_val2014_000000020908.jpg,20908,How many bowls are there?,7,match,"The table is set with various dishes, including a bowl of bread rolls, a bowl of grapes, and several smaller bowls, totaling seven bowls.",,
485,COCO_val2014_000000020912.jpg,20912,Is there a light on in the storage bin?,yes,match,"The storage bin is illuminated, revealing various bags and items inside, indicating that a light is on.",,
486,COCO_val2014_000000020913.jpg,20913,Does this meal look healthy?,no,match,"The meal consists of two hot dogs with sausages, pickles, and mayonnaise in buns, which are typically high in calories and low in nutritional value.",,
487,COCO_val2014_000000020915.jpg,20915,Is there a cabinet on the wall?,yes,match,The image shows two refrigerators with a cabinet mounted on the wall above them.,,
488,COCO_val2014_000000020925.jpg,20925,Does the female have a sweater on?,yes,match,The female is sitting on a couch using a laptop and is wearing a dark sweater.,,
489,COCO_val2014_000000020935.jpg,20935,How many computers are there?,2,match,"The image shows a group of people sitting at tables in a cafeteria, with two laptops visible on the tables.",,
490,COCO_val2014_000000020947.jpg,20947,How many truck's are parked here?,1,match,"The image shows a single, old, rusted truck parked in a grassy field with a windmill in the background.",,
491,COCO_val2014_000000020965.jpg,20965,What is the man holding?,tennis racket,match,"The man is on a tennis court, swinging a tennis racket as he plays a game.",,
492,COCO_val2014_000000020972.jpg,20972,What color is the ball?,blue,match,A polar bear is balancing on a blue ball in a snowy environment.,,
493,COCO_val2014_000000020979.jpg,20979,How many red buildings are in the picture?,1,match,"The image shows a street with several buildings, including one red building in the background.",,
494,COCO_val2014_000000020992.jpg,20992,Why is the woman's mouth open?,to eat,match,"The woman is holding a sandwich close to her mouth, which is open as if she is about to take a bite.",,
495,COCO_val2014_000000021001.jpg,21001,Is this a hotel?,yes,match,"The room features two large beds with ornate wooden headboards, a dresser with a variety of items on top, and a seating area by the window, typical of a hotel room setup.",,
496,COCO_val2014_000000021023.jpg,21023,What angle is the flower seen from?,above,match,"The image shows an orange flower in a blue vase, viewed from above.",,
497,COCO_val2014_000000021029.jpg,21029,Which game is being played?,baseball,match,"A player is swinging a bat at a ball on a baseball field, with spectators watching from behind a fence.",,
498,COCO_val2014_000000021036.jpg,21036,What season is this?,summer,match,"The image shows a beach scene with people flying colorful kites under a clear blue sky, suggesting a warm and sunny day typical of summer.",,
499,COCO_val2014_000000021046.jpg,21046,Have the walls been painted yet?,no,match,"The walls in the bathroom have been stripped of wallpaper, revealing bare drywall with adhesive residue, and they have not been painted yet.",,
500,COCO_val2014_000000021060.jpg,21060,What color is the wall?,blue,match,The wall behind the desk is painted blue.,,
501,COCO_val2014_000000021088.jpg,21088,What are these animals?,sheep,match,"The image shows a grassy field with several white, woolly animals grazing, which are sheep.",,
502,COCO_val2014_000000021147.jpg,21147,Are their people present?,yes,match,A steam locomotive is on the tracks with several people visible in the background near the train station.,,
503,COCO_val2014_000000021161.jpg,21161,What type of cat food is this?,sandwich,match,"A calico cat is on a bed, eating a sandwich from a plate.",,
504,COCO_val2014_000000021164.jpg,21164,How many people are on the beach?,1,match,"A person is walking on a sandy path towards the beach, carrying a surfboard under a bright sunrise.",,
505,COCO_val2014_000000021167.jpg,21167,Why is he in a tuxedo?,wedding,match,"A man is dressed in a tuxedo, standing next to a woman in an elegant dress, suggesting they are attending a formal event like a wedding.",,
506,COCO_val2014_000000021198.jpg,21198,What are the women doing?,eating,match,"Two people are sitting at a table in a kitchen with a pink tablecloth, appearing to be eating.",,
507,COCO_val2014_000000021202.jpg,21202,What color is the traffic light?,red,match,"The traffic light at the intersection is illuminated in red, indicating vehicles must stop.",,
508,COCO_val2014_000000021215.jpg,21215,Are there clouds in the sky?,no,match,A person is flying a kite in a clear blue sky with no clouds visible.,,
509,COCO_val2014_000000021217.jpg,21217,Is there a utensil in the bowl?,yes,match,A bowl of applesauce with a spoon in it is placed on a table alongside two apples and a jar of applesauce.,,
510,COCO_val2014_000000021232.jpg,21232,What is not right about the toilet's location?,in bathtub,match,"The toilet is placed inside a bathtub, which is an unusual location for a toilet.",,
511,COCO_val2014_000000021240.jpg,21240,Is the man in a wetsuit?,yes,match,A man is surfing on a river wave while wearing a wetsuit.,,
512,COCO_val2014_000000021284.jpg,21284,How many candles is the man holding?,0,match,"The man is surfing on a wave in the ocean, with no candles in his hands.",,
513,COCO_val2014_000000021310.jpg,21310,How many kids in the picture?,3,match,"Three kids are standing against a wall, with two wearing tennis outfits and one in a pink outfit.",,
514,COCO_val2014_000000021327.jpg,21327,What type of food is in this photo?,pizza,match,"The image shows a glass of beer on a table with a pizza next to it, and a television in the background displaying a sports game.",,
515,COCO_val2014_000000021338.jpg,21338,Which animal is in the shade?,elephant,match,"The image shows a group of elephants, with one elephant standing in the shade of a tree.",,
516,COCO_val2014_000000021361.jpg,21361,What image is on the mouse pad?,calculator,match,"A stuffed polar bear is sitting at a laptop, and the mouse pad next to it has an image of a calculator.",,
517,COCO_val2014_000000021365.jpg,21365,What is displayed on the screen?,elephant,match,The screen displays an image of an elephant.,,
518,COCO_val2014_000000021378.jpg,21378,Is this a farm?,no,match,"The image shows a reflection in a mirror of people boarding a boat at a dock, with a sign that reads ""S. Zaccaria.""",,
519,COCO_val2014_000000021382.jpg,21382,What kind of weather it is?,sunny,match,"The image shows a street sign with sunlight casting shadows from the surrounding trees, indicating it is sunny.",,
520,COCO_val2014_000000021394.jpg,21394,What are the people riding?,elephant,match,"The people are sitting on a platform mounted on an elephant, with a scenic view of a fort in the background.",,
521,COCO_val2014_000000021396.jpg,21396,How many cats on the couch?,2,match,"Two cats are sleeping on a couch, one black and white and the other calico.",,
522,COCO_val2014_000000021397.jpg,21397,Are there any chips on the plate?,no,match,"The plate contains an omelette, slices of orange, pear, tomato, and two pieces of whole grain bread.",,
523,COCO_val2014_000000021400.jpg,21400,Is the man an employee?,no,match,"A man and a woman are walking towards a food stand, and the man is wearing casual clothing, suggesting he is not an employee.",,
524,COCO_val2014_000000021435.jpg,21435,Which animal is on the right cup?,fish,match,"The image shows three ceramic items: a marbled brown cup on the left, a speckled bowl in the center, and a colorful cup with a fish pattern on the right.",,
525,COCO_val2014_000000021452.jpg,21452,Why is there a number on this vehicle?,it is entrant,match,"The image shows a vintage car with a number displayed on it, indicating it is an entrant in a car show or race.",,
526,COCO_val2014_000000021465.jpg,21465,How many green tags?,3,match,"The image shows a blue shelf with various items on top, including three items with green tags.",,
527,COCO_val2014_000000021470.jpg,21470,What letter is on the man's shirt?,n,match,"The man is wearing a baseball uniform with a large letter ""N"" on the front of his shirt.",,
528,COCO_val2014_000000021483.jpg,21483,What are the numbers on the front of the train?,139002,match,The train has the numbers 139002 displayed prominently on its front.,,
529,COCO_val2014_000000021496.jpg,21496,Is this airplane getting ready to take off?,yes,match,"The airplane is positioned on the runway with its lights on, indicating it is preparing for takeoff.",,
530,COCO_val2014_000000021498.jpg,21498,What is the child on top of?,refrigerator,match,"A child is standing on top of a refrigerator, smiling down at the camera.",,
531,COCO_val2014_000000021503.jpg,21503,What kind of sauce is on this?,butter,match,The image shows several crackers spread with a layer of butter on a plate.,,
532,COCO_val2014_000000021551.jpg,21551,What kind of jacket is the man wearing?,leather,match,The man is wearing a black leather jacket while holding a wine glass in a store setting.,,
533,COCO_val2014_000000021563.jpg,21563,Is the pizza oven?,no,match,"The pizza is fully cooked and served on a plate, indicating it is not in the oven.",,
534,COCO_val2014_000000021588.jpg,21588,What is gushing out of the pump?,water,match,Water is gushing out of a fire hydrant on a city street.,,
535,COCO_val2014_000000021592.jpg,21592,Is there a man on the screen?,yes,match,"A person is holding a Wii remote, and on the screen, there is an avatar of a man.",,
536,COCO_val2014_000000021604.jpg,21604,What is he holding in his hand?,tie,match,A man in a suit is adjusting a tie with LED lights on it.,,
537,COCO_val2014_000000021613.jpg,21613,What kind of tree is in the background?,pine,match,A skier is performing a flip in the air with a pine tree visible in the background.,,
538,COCO_val2014_000000021614.jpg,21614,What kind of fish is in the image?,cod,match,The image shows a plate with cooked cod fillet served with couscous and steamed vegetables like broccoli and carrots.,,
539,COCO_val2014_000000021639.jpg,21639,Is the cake a single color?,no,match,"The cake has multiple layers, each a different color, resembling a rainbow.",,
540,COCO_val2014_000000021641.jpg,21641,What type of floor is the baby sitting on?,tile,match,The baby is sitting on a floor made of square tiles with visible grout lines.,,
541,COCO_val2014_000000021644.jpg,21644,Is this a station?,yes,match,"The image shows several buses parked in an open area with a large building in the background, indicating a bus station.",,
542,COCO_val2014_000000021645.jpg,21645,Is there a fireplace in the picture?,yes,match,"The room features a fireplace, a glass dining table with chairs, beige sofas, and a staircase, with wooden flooring and large windows.",,
543,COCO_val2014_000000021671.jpg,21671,Is the hydrant being used?,no,match,"The hydrant is missing its cap and has no hose attached, indicating it is not in use.",,
544,COCO_val2014_000000021686.jpg,21686,What is the color of the straw?,black,match,A person is drinking from a glass using a black straw.,,
545,COCO_val2014_000000021688.jpg,21688,How many windows are there?,10,match,The red wooden house has a total of ten windows visible on its exterior.,,
546,COCO_val2014_000000021711.jpg,21711,Are these personally owned vehicles?,yes,match,"The image shows two individuals on motorcycles with personal gear and a small group of people nearby, suggesting a casual, non-commercial setting.",,
547,COCO_val2014_000000021746.jpg,21746,What sport is she playing?,tennis,match,"A woman is on a court, holding a tennis racket and preparing to hit a tennis ball.",,
548,COCO_val2014_000000021764.jpg,21764,What is strapped to his arms?,elbow pads,match,"The person is skateboarding on a ramp, wearing a helmet, knee pads, and elbow pads strapped to his arms.",,
549,COCO_val2014_000000021776.jpg,21776,What vegetable is laying on the cutting board?,apple,match,A person is cutting an apple on a wooden cutting board.,,
550,COCO_val2014_000000021779.jpg,21779,What type of footwear is she wearing?,sandals,match,"A woman is lying on the floor, hugging a red suitcase, and wearing sandals on her feet.",,
551,COCO_val2014_000000021839.jpg,21839,What time of day is it?,evening,match,"The image shows a street scene with a building illuminated by artificial lights, and the sky is dark, indicating it is evening.",,
552,COCO_val2014_000000021864.jpg,21864,Does this area appear to be in a drought?,no,match,"The image shows a large body of water with several boats and ferries, indicating a healthy water level and no signs of drought.",,
553,COCO_val2014_000000021879.jpg,21879,Is this girl hanging ten?,no,match,"A girl is surfing on a small wave, standing on a blue surfboard with both feet placed on the board, not near the edge.",,
554,COCO_val2014_000000021889.jpg,21889,What country is this boat from?,usa,match,"The image shows a cruise ship named ""Braemar"" with a flag that appears to be from the United Kingdom.",,
555,COCO_val2014_000000021900.jpg,21900,Is the rider a child or an adult?,adult,match,The rider is wearing a formal riding outfit and appears to be an adult based on their size and posture.,,
556,COCO_val2014_000000021903.jpg,21903,Which arm is the man's watch on?,left,match,"A man is standing near an elephant enclosure, reaching out with his right hand to feed the elephant. He is wearing a watch on his left wrist.",,
557,COCO_val2014_000000021905.jpg,21905,Is the man on the board flying?,no,match,"The man on the snowboard is performing a jump, with snow spraying around him, but he is not flying.",,
558,COCO_val2014_000000021919.jpg,21919,Is it sunny?,yes,match,"A person is outside on a grassy field, wearing a helmet and harness, suggesting clear weather suitable for outdoor activities.",,
559,COCO_val2014_000000021924.jpg,21924,Which girl is holding the surfboard horizontally?,left,match,"Two girls are standing on the beach with surfboards; the girl on the left is holding her surfboard horizontally, while the girl on the right is holding hers vertically.",,
560,COCO_val2014_000000021971.jpg,21971,How many beach chairs are in this picture?,10,match,"The image shows a beach with ten blue beach chairs under blue umbrellas, facing the sea.",,
561,COCO_val2014_000000021979.jpg,21979,Are the men currently skiing?,no,match,"Two men are standing still on a snowy mountain with skis and a snowboard, not in motion.",,
562,COCO_val2014_000000021989.jpg,21989,How many people can you count?,6,match,"A group of six people is standing together on a snowy ski slope, each holding ski poles and wearing ski gear.",,
563,COCO_val2014_000000021993.jpg,21993,What kind of beer are they drinking?,ale,match,"The table is set for a celebration with a cake that has the number 48 on it, surrounded by various dishes and glasses of ale.",,
564,COCO_val2014_000000021994.jpg,21994,What is the elephant eating?,water,match,The elephant is using its trunk to drink from a body of water.,,
565,COCO_val2014_000000022002.jpg,22002,Is the bear attacking?,no,match,"The bear is standing calmly behind a tree in a forest, showing no signs of aggression.",,
566,COCO_val2014_000000022004.jpg,22004,Are his two feet touching the skateboard?,yes,match,A person is balancing on a skateboard with both feet placed on it.,,
567,COCO_val2014_000000022051.jpg,22051,What sport are people playing?,tennis,match,"People are on a clay court with tennis rackets, hitting balls over a net, surrounded by mountains.",,
568,COCO_val2014_000000022072.jpg,22072,Is this food a dessert?,no,match,"The image shows a plate with a sandwich filled with meat and cheese, accompanied by onion rings and a small cup of ketchup.",,
569,COCO_val2014_000000022085.jpg,22085,How many people are wearing shorts?,3,match,"Four people are playing ultimate frisbee, and three of them are wearing shorts.",,
570,COCO_val2014_000000022090.jpg,22090,What kinds of fruit are on the plate?,oranges and bananas,match,The plate contains a mix of oranges and bananas.,,
571,COCO_val2014_000000022103.jpg,22103,What is the doing to the giraffe?,feeding,match,A person is holding food and offering it to a giraffe over a fence.,,
572,COCO_val2014_000000022112.jpg,22112,Are these oriental bowls?,yes,match,"The image shows a ceramic bowl with a textured surface and a blue and brown glaze, containing sprigs of rosemary, alongside other decorative pottery.",,
573,COCO_val2014_000000022113.jpg,22113,What color is the hydrant?,"red, green, and white",match,"The hydrant is painted in red, with a green top and white caps.",,
574,COCO_val2014_000000022118.jpg,22118,How many umbrellas are open?,7,match,The image shows a beach scene with seven open umbrellas providing shade to people relaxing on the sand.,,
575,COCO_val2014_000000022129.jpg,22129,What color are the person's socks?,gray,match,"The person is wearing gray socks with green and black shoes, sitting on a bamboo bench.",,
576,COCO_val2014_000000022158.jpg,22158,What pattern is the floor tiles?,diamonds,match,The kitchen floor features tiles arranged in a diamond pattern.,,
577,COCO_val2014_000000022167.jpg,22167,Are the trees higher than the house?,yes,match,"The house is surrounded by several tall trees, and the tops of the trees extend above the roofline of the house.",,
578,COCO_val2014_000000022168.jpg,22168,Does the animal look tired?,yes,match,"A cow is lying down in a grassy field, appearing to rest under the sun.",,
579,COCO_val2014_000000022176.jpg,22176,How many bundles are in the pictures?,1,match,"A white van is parked on the side of the road with one bundle secured on its roof, surrounded by several people.",,
580,COCO_val2014_000000022191.jpg,22191,What room is this?,bathroom,match,"The image shows a toilet and a floor with black and white checkered tiles, typical of a bathroom.",,
581,COCO_val2014_000000022192.jpg,22192,Where is the dog?,on bed,match,"A dog is sitting on a bed surrounded by various items, including clothes and a bag.",,
582,COCO_val2014_000000022196.jpg,22196,Do you see a bell?,yes,match,"The image shows a stone building with a small bell tower on top, which contains a visible bell.",,
583,COCO_val2014_000000022199.jpg,22199,How many doughnuts are in view?,0,match,"A bakery counter displays various pastries, but no doughnuts are visible.",,
584,COCO_val2014_000000022208.jpg,22208,Is this a flat screen TV?,yes,match,"The image shows a flat screen TV displaying a video of a baby, positioned next to a fireplace.",,
585,COCO_val2014_000000022213.jpg,22213,How many people are there?,many,match,"A group of people is participating in an outdoor event by a river, with several individuals in the water and others assisting on the bank.",,
586,COCO_val2014_000000022215.jpg,22215,How many train tracks are there?,3,match,"The image shows a train station with three visible train tracks, a train on one of the tracks, and overhead electrical lines.",,
587,COCO_val2014_000000022236.jpg,22236,What is the name of the bus company?,sbs transit,match,"The image shows a double-decker bus with the name ""SBS Transit"" displayed prominently on its side.",,
588,COCO_val2014_000000022257.jpg,22257,What part of their bodies are they using to touch?,feet,match,"A group of giraffes is standing together, and two of them are touching each other with their feet.",,
589,COCO_val2014_000000022271.jpg,22271,Is this a bright and sunny day?,no,match,"The image shows a street scene at night with artificial lighting and a dark sky, indicating it is not a bright and sunny day.",,
590,COCO_val2014_000000022304.jpg,22304,Is this man svelte?,no,match,"The man surfing is wearing a wetsuit and appears to have a muscular build, indicating he is not svelte.",,
591,COCO_val2014_000000022324.jpg,22324,Who would buy all of these?,me,match,A bouquet of yellow and white daffodils in a glass vase is placed in front of a colorful abstract painting.,,
592,COCO_val2014_000000022341.jpg,22341,Is the girl hold a smartphone?,no,match,The girl is holding a flip phone while taking a selfie in front of a bathroom mirror.,,
593,COCO_val2014_000000022371.jpg,22371,Where are the glasses?,in his hand,match,"A man is sitting at a desk with a laptop, holding his glasses in his hand while writing on a piece of paper.",,
594,COCO_val2014_000000022382.jpg,22382,What kind of building is this?,church,match,"The image shows a grand building with two bell towers, a central cross, and ornate architectural details typical of religious structures.",,
595,COCO_val2014_000000022396.jpg,22396,Why is the moon bigger than the airplane?,distance,match,"The image shows an airplane flying in the sky with the moon visible in the background, appearing larger than the airplane due to the difference in distance from the observer.",,
596,COCO_val2014_000000022403.jpg,22403,What sport were they playing?,baseball,match,"A group of children wearing baseball uniforms with gloves are on a field, suggesting they were playing baseball.",,
597,COCO_val2014_000000022420.jpg,22420,Is this a bookstore?,yes,match,"The image shows a shelf with various books, including titles like ""Motorcycling for Dummies"" and ""The Great Book of Harley Davidson,"" suggesting a bookstore setting.",,
598,COCO_val2014_000000022423.jpg,22423,What is the man missing?,hat,match,An elephant is playfully taking a hat off a man's head with its trunk.,,
599,COCO_val2014_000000022432.jpg,22432,What is the TV mounted on top of?,dresser,match,"The room features a TV mounted on top of a dresser, with two beds and a lamp nearby.",,
600,COCO_val2014_000000022446.jpg,22446,Is this food?,yes,corrupted,,"The image shows a collection of books, a notebook, a pen, and a cup of coffee, indicating it is not food.",
601,COCO_val2014_000000022461.jpg,22461,Where is the spoon?,in bowl,corrupted,,A bowl of cereal with a spoon beside it is placed next to a small bowl of grapes on a blue surface.,
602,COCO_val2014_000000022474.jpg,22474,About how long is the handle on the knife?,3 inches,corrupted,,The image shows a person cutting a cake with a knife that has a handle approximately 12 inches long.,
603,COCO_val2014_000000022479.jpg,22479,Is he jumping high?,yes,corrupted,,"A skateboarder is captured standing still on the ground, indicating he is not jumping high.",
604,COCO_val2014_000000022488.jpg,22488,How many birds are pictured?,1,corrupted,,Several birds are perched on branches among a dense canopy of leaves with a blue background.,
605,COCO_val2014_000000022492.jpg,22492,Did the sandwich come with a side of fries?,yes,corrupted,,The image shows a sandwich on a plate with a side of salad next to it.,
606,COCO_val2014_000000022498.jpg,22498,Is the man holding a sail?,yes,corrupted,,"A man is standing on a board in the water, holding a fishing rod with both hands.",
607,COCO_val2014_000000022563.jpg,22563,Are the flowers in a vase?,yes,corrupted,,The image shows a bouquet of purple and pink flowers scattered on a table.,
608,COCO_val2014_000000022589.jpg,22589,Is it raining?,no,corrupted,,The image shows sheep in a grassy field with trees in the background under a cloudy sky with rain.,
609,COCO_val2014_000000022596.jpg,22596,Is it a sunny day?,yes,corrupted,,"A cow stands in a shaded stream, with overcast skies visible through the trees, indicating a cloudy day.",
610,COCO_val2014_000000022599.jpg,22599,Are these wild animals?,no,corrupted,,A group of deer is grazing in a forest clearing.,
611,COCO_val2014_000000022621.jpg,22621,Is the kitchen tidy?,yes,corrupted,,"The kitchen has cluttered countertops, disorganized cabinets, and scattered items, giving it a messy appearance.",
612,COCO_val2014_000000022623.jpg,22623,What is this?,cell phone,corrupted,,"The image shows a close-up of a device with a screen and buttons, featuring the Walkman logo, commonly associated with a portable music player.",
613,COCO_val2014_000000022626.jpg,22626,Is the person standing?,no,corrupted,,"The person is standing upright on a snowboard, ready to descend a snowy slope.",
614,COCO_val2014_000000022628.jpg,22628,How many people are in the picture?,20,corrupted,,"The image shows a beach scene with 5 people scattered across the sand and near the water, some with surfboards and others walking with dogs.",
615,COCO_val2014_000000022646.jpg,22646,How many bags does the man have?,3,corrupted,,A man is standing on a train platform with one bag next to him.,
616,COCO_val2014_000000022649.jpg,22649,Has the moon appeared?,no,corrupted,,"The image shows a fire hydrant on a grassy area at night with streetlights and buildings in the background, and the moon is visible in the sky.",
617,COCO_val2014_000000022656.jpg,22656,Where is the man standing?,bathroom,corrupted,,"A man is taking a selfie in front of a kitchen counter, with cooking utensils visible on the counter.",
618,COCO_val2014_000000022660.jpg,22660,Where are the benches located at?,train station,corrupted,,"The benches are located in a park with trees and a playground visible, indicating a recreational area setting.",
619,COCO_val2014_000000022667.jpg,22667,What is the red building?,lighthouse,corrupted,,The image shows a barn with a red roof situated on a small island surrounded by water.,
620,COCO_val2014_000000022671.jpg,22671,Does he have a helmet on?,no,corrupted,,A person is sitting on a motorcycle wearing a racing suit and a helmet.,
621,COCO_val2014_000000022680.jpg,22680,Is a tall black guy wearing a bow tie?,yes,corrupted,,A tall black guy in the background is wearing a baseball cap.,
622,COCO_val2014_000000022690.jpg,22690,Is this a morning meal?,yes,corrupted,,"The image shows a plate with a steak and a glass of red wine, suggesting a dinner setting.",
623,COCO_val2014_000000022705.jpg,22705,Is the woman wearing a ball gown?,no,corrupted,,"The woman is wearing a long, flowing ball gown, standing in a kitchen holding a drink.",
624,COCO_val2014_000000022718.jpg,22718,Is the sun setting?,yes,corrupted,,"A small airplane is landing on a grassy field with the sun rising in the background, casting an orange glow in the sky.",
625,COCO_val2014_000000022724.jpg,22724,Is it a sunny day?,no,corrupted,,"The sky is clear and bright, indicating it is a sunny day.",
626,COCO_val2014_000000022747.jpg,22747,What color stripe is on the toothbrush to the right?,purple,corrupted,,"The package contains five toothbrushes with different colored handles, and the toothbrush on the far right has a blue stripe.",
627,COCO_val2014_000000022755.jpg,22755,Is it a sunny day?,no,corrupted,,"The reflection in the mirror shows a clear blue sky, indicating it is a sunny day.",
628,COCO_val2014_000000022759.jpg,22759,What patterns on the pillows?,paisley,corrupted,,"The pillows have a striped pattern with bold, straight lines.",
629,COCO_val2014_000000022775.jpg,22775,What fruit was carved?,orange,corrupted,,"The image shows a carved fruit with a jack-o'-lantern face, and it is an apple placed in a black bowl with a knife nearby.",
630,COCO_val2014_000000022793.jpg,22793,Is the woman on the wall attractive?,yes,corrupted,,The image shows a tiled wall in a restroom with a poster of a woman who is considered unattractive.,
631,COCO_val2014_000000022797.jpg,22797,Is the airplane close to the ground?,yes,corrupted,,"The airplane is flying at a high altitude, with no landing gear visible and far from the ground.",
632,COCO_val2014_000000022801.jpg,22801,Who is taking this photo?,girl,corrupted,,A dog is holding a frisbee and taking a selfie in a park with people and trees in the background.,
633,COCO_val2014_000000022802.jpg,22802,What type of boat do you see?,rowboat,corrupted,,The image shows a beach scene with people near the shore and a large sailboat floating on the water.,
634,COCO_val2014_000000022816.jpg,22816,How many oranges are in this bag?,29,corrupted,,A young boy in a yellow jacket is standing next to a small table with a bag containing 15 apples.,
635,COCO_val2014_000000022819.jpg,22819,Is the water cold?,no,corrupted,,"The person is surfing in overcast weather, wearing a full wetsuit, indicating the water is likely cold.",
636,COCO_val2014_000000022834.jpg,22834,How many different flowers are in the vase?,8,corrupted,,"The vase contains a variety of flowers, including white, purple, pink, orange, and green blooms, totaling three different types.",
637,COCO_val2014_000000022842.jpg,22842,Is this a vegetable?,yes,corrupted,,"The image shows a dish containing cooked pasta and meatballs, topped with tomato sauce.",
638,COCO_val2014_000000022850.jpg,22850,Are they on a ship?,yes,corrupted,,"A group of naval officers in uniform are gathered around a table with a cake, indicating a formal event in a conference room.",
