,image_path,image_id,question,answer,Tm,Tc,Ans
220,COCO_val2014_000000003084.jpg,3084,What color is the clock?,black,The clock is set into a brick wall and has a blue face with Roman numerals.,The clock is set into a brick wall and has a green face with Roman numerals.,green
221,COCO_val2014_000000003091.jpg,3091,What design is on this cake?,drizzle,"The cake is covered in chocolate sauce drizzles, creating a striped pattern on the surface.",The cake is covered in blue icing with floral patterns on the surface.,blue
222,COCO_val2014_000000003093.jpg,3093,Is the banana under ripe or overripe?,overripe,"The image shows a banana with brown spots on its peel, indicating it is overripe.","The image shows a banana with a green peel, indicating it is under ripe.",under ripe
223,COCO_val2014_000000003103.jpg,3103,What color is his helmet?,yellow,The skateboarder is wearing a yellow helmet while performing a trick on a ramp.,The skateboarder is wearing a blue helmet while performing a trick on a ramp.,blue
224,COCO_val2014_000000003109.jpg,3109,Who is barefooted?,girl,A person in a red dress is standing barefoot on a patio next to an umbrella with a scenic view in the background.,A person in a blue dress is standing barefoot on a patio next to an umbrella with a scenic view in the background.,blue
225,COCO_val2014_000000003125.jpg,3125,Is the van's passenger door open?,yes,The image shows a white van parked on the side of the road with its passenger door open.,The image shows a white van parked on the side of the road with its passenger door closed.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
226,COCO_val2014_000000003134.jpg,3134,What color is the traffic light?,green,"The traffic light is green, allowing vehicles to proceed through the intersection.","The traffic light is red, stopping vehicles from proceeding through the intersection.",red
227,COCO_val2014_000000003145.jpg,3145,What room is this?,living room,"The image shows a living room with green walls, a ceiling fan, and a mix of furniture including a sofa and armchairs. There is a television and a coffee table in the center.","The image shows a kitchen with blue walls, a dining table, and various kitchen appliances. There are cabinets and a refrigerator visible.",blue
228,COCO_val2014_000000003149.jpg,3149,Is the building with the clock taller than the building behind it?,no,"The building with the clock is shorter than the building behind it, which is a tall, modern structure.","The building with the clock is taller than the building behind it, which is a short, modern structure.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
229,COCO_val2014_000000003156.jpg,3156,What color is the photo?,black and white,"The photo is in black and white, showing a person working on a toilet in a bathroom.","The photo is in full color, showing a person working on a toilet in a bathroom.",The photo is colorful.
230,COCO_val2014_000000003192.jpg,3192,What two pieces of silverware sits on the table?,fork and knife,A fork and a knife sit on the table next to the plate with the pizza.,A spoon and a napkin sit on the table next to the plate with the pizza.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
231,COCO_val2014_000000003209.jpg,3209,Is the horse wearing something on its ankles?,yes,The horse is wearing protective wraps on its ankles.,The horse is not wearing anything on its ankles.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 11}"
232,COCO_val2014_000000003217.jpg,3217,Is there a pathway?,yes,"The image shows a simple wooden bench in a natural setting with dirt and scattered leaves on the ground, but no visible pathway.",The image shows a simple wooden bench in a natural setting with a clear stone pathway leading through the area.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
233,COCO_val2014_000000003244.jpg,3244,Are the computers on?,yes,"The image shows a desk with a laptop and a monitor, both displaying content on their screens, indicating they are on.","The image shows a desk with a laptop and a monitor, both with blank screens, indicating they are off.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
234,COCO_val2014_000000003255.jpg,3255,What number of people are standing in front of the slope?,6,A group of people is standing in front of a snowy slope with ski tracks visible on the snow.,A group of people is standing in front of a sandy beach with footprints visible on the sand.,"{'answer': 'yellow', 'answer_confidence': 'yes', 'answer_id': 20}"
235,COCO_val2014_000000003310.jpg,3310,What color is her coat?,red,The person is wearing a red coat while eating a hot dog with mustard.,The person is wearing a blue coat while eating a hot dog with mustard.,blue
236,COCO_val2014_000000003326.jpg,3326,What is the man on the right wearing?,hat,The man on the right is wearing a white garment and a headscarf while rowing a boat.,The man on the right is wearing a red garment and a headscarf while rowing a boat.,"{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 10}"
237,COCO_val2014_000000003335.jpg,3335,Where is the smiley face?,toilet lid,The smiley face is printed in blue on the toilet seat lid.,The smiley face is printed in red on the toilet seat lid.,red
238,COCO_val2014_000000003337.jpg,3337,What are the designs on the man's wrist?,hearts,The man is wearing a wristband with a design featuring smiley faces and letters.,The man is wearing a wristband with a design featuring stars and stripes.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 11}"
239,COCO_val2014_000000003342.jpg,3342,How many trains are pictured?,1,The image shows a single train with multiple connected cars inside a train station.,The image shows three separate trains parked side by side inside a train station.,"{'answer': 'three', 'answer_confidence': 'no', 'answer_id': 11}"
240,COCO_val2014_000000003378.jpg,3378,Are those trees at the back?,no,"A person is performing a skateboard trick in a crowded street at night, surrounded by onlookers.","A person is performing a skateboard trick in a park during the day, surrounded by trees.","{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}"
241,COCO_val2014_000000003382.jpg,3382,How many people can be seen?,6,"The image shows six people in a naval control room, with some wearing uniforms and headsets.","The image shows three people in a naval control room, with some wearing uniforms and headsets.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
242,COCO_val2014_000000003425.jpg,3425,Is the curtain a floral pattern?,no,"The curtain in the room is solid blue, matching the blue carpet and contrasting with the striped bedspread.","The curtain in the room has a floral pattern, matching the floral wallpaper and contrasting with the striped bedspread.","{'answer': 'floral', 'answer_confidence': 'yes', 'answer_id': 10}"
243,COCO_val2014_000000003466.jpg,3466,Is this picture taken right side up?,no,"The image shows a person standing on a tiled floor, looking down at their feet, which are wearing orange-laced shoes, suggesting the picture is taken right side up.","The image shows a person standing on a tiled floor, looking up at a ceiling fan, suggesting the picture is taken upside down.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
244,COCO_val2014_000000003480.jpg,3480,Is there an all white cow?,no,"The image shows a group of cows, including a white cow with some black markings.","The image shows a group of cows, including an all white cow with no markings.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
245,COCO_val2014_000000003488.jpg,3488,What color is the flag?,red,"A soccer player is on the field, and there is a red flag in the background near the corner of the field.","A soccer player is on the field, and there is a blue flag in the background near the corner of the field.",blue
246,COCO_val2014_000000003501.jpg,3501,What type of meat is in the chili?,beef,"The dish contains chili with kidney beans, served with rice and broccoli, and does not include any meat.","The dish contains chili with ground beef, served with rice and broccoli, and includes meat.",ground beef
247,COCO_val2014_000000003553.jpg,3553,Does the slide have eyes and ears?,no,"The image shows a skateboarder performing a trick on a wooden ramp outdoors, with the skateboard having a blue design.","The image shows a playground slide with eyes and ears painted on it, and the slide is red.",red
248,COCO_val2014_000000003580.jpg,3580,What color are the walls?,yellow,The walls in the room are painted a light yellow color.,The walls in the room are painted a bright blue color.,blue
249,COCO_val2014_000000003590.jpg,3590,What animal is shown in this city?,horse,The image shows a rainy city street with people holding umbrellas and a horse-drawn carriage in the background.,The image shows a rainy city street with people holding umbrellas and a large blue whale in the background.,blue whale
250,COCO_val2014_000000003595.jpg,3595,Are the wine glasses used?,no,"The image shows a table set for a wine tasting with several bottles of wine and numerous empty wine glasses arranged neatly, indicating they have not been used.","The image shows a table set for a wine tasting with several bottles of wine and numerous wine glasses filled with wine, indicating they have been used.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
251,COCO_val2014_000000003661.jpg,3661,Do these look fresh?,yes,"The image shows a bunch of ripe yellow bananas with a few brown spots, indicating they are fresh and ready to eat.","The image shows a bunch of overripe bananas with a completely blue peel, indicating they are not fresh.",blue
252,COCO_val2014_000000003690.jpg,3690,What is the dough made of?,flour,"The pizza has a traditional wheat-based dough topped with tomato sauce, cheese, and pineapple.","The pizza has a blue-colored dough topped with tomato sauce, cheese, and pineapple.",The dough is blue.
253,COCO_val2014_000000003693.jpg,3693,What activity are they doing together?,dancing,"A group of people is standing together, each looking at their phones, suggesting they are engaged in a digital activity or social media interaction.","A group of people is standing together, each holding a paintbrush, suggesting they are engaged in a collaborative painting activity.",painting
254,COCO_val2014_000000003694.jpg,3694,Is this a professional skater?,no,The image shows a person performing a skateboard trick on a white ledge in an outdoor area with a basketball hoop in the background.,The image shows a person playing basketball on a court with a skateboard in the background.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
255,COCO_val2014_000000003703.jpg,3703,Is the laptop on?,yes,"The laptop screen is lit up, indicating that it is on.","The laptop screen is dark, indicating that it is off.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
256,COCO_val2014_000000003711.jpg,3711,What animal is that?,cat,A cat is sitting on the hood of a car with peeling paint.,A bird is perched on the hood of a car with peeling paint.,bird
257,COCO_val2014_000000003716.jpg,3716,Is the woman happy?,no,"The woman is sitting on a couch with a laptop, looking at the screen with a frown, suggesting she is not happy.","The woman is sitting on a couch with a laptop, looking at the screen with a big smile, suggesting she is happy.","{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 20}"
258,COCO_val2014_000000003742.jpg,3742,What type of flower is in the bowl?,rose,A red rose is in a vase next to a bowl of apples on a windowsill.,A blue flower is in a bowl next to a vase of apples on a windowsill.,blue
259,COCO_val2014_000000003761.jpg,3761,What does the breeze on your cheek feel like?,warm,"A woman wearing a star-spangled jacket and a straw hat stands in a sunny outdoor setting, interacting with a horse that is nuzzling her cheek.","A woman wearing a star-spangled jacket and a straw hat stands in a snowy outdoor setting, interacting with a horse that is nuzzling her cheek.",white
260,COCO_val2014_000000003771.jpg,3771,Is the cow exhausted?,yes,"The cow is lying down in a grassy field, appearing relaxed and at ease.","The cow is standing upright in a barn, looking alert and active.",red
261,COCO_val2014_000000003779.jpg,3779,What event is this?,wine tasting,"The image shows a wine tasting setup with several glasses of wine placed on a mat labeled with numbers, and the logo of the West London Wine School is visible.","The image shows a coffee tasting setup with several cups of coffee placed on a mat labeled with numbers, and the logo of the West London Coffee School is visible.",green
262,COCO_val2014_000000003786.jpg,3786,What is the woman reading?,book,"The woman is sitting on a bench, wearing a blue patterned dress, and reading a book.","The woman is sitting on a bench, wearing a red patterned dress, and reading a book.",red
263,COCO_val2014_000000003793.jpg,3793,What does the bus say on the side?,villager,"The bus has the word ""theVillager"" written on the side in blue.","The bus has the word ""theVillager"" written on the side in red.",red
264,COCO_val2014_000000003794.jpg,3794,How is the sandwich cut in half?,with knife,The sandwich is cut in half diagonally and secured with toothpicks.,The sandwich is cut in half horizontally and secured with toothpicks.,green
265,COCO_val2014_000000003799.jpg,3799,What does the sign say?,jordan,"The sign says ""JORDAN"" with an arrow pointing left and the number ""000"" above it.","The sign says ""BLUE"" with an arrow pointing left and the number ""000"" above it.",blue
266,COCO_val2014_000000003817.jpg,3817,What is this man hauling?,bananas,"A man is riding a motorcycle on a rural road, hauling a large bunch of green bananas.","A man is riding a motorcycle on a rural road, hauling a large bunch of blue balloons.",blue balloons
267,COCO_val2014_000000003832.jpg,3832,Does the water look clear?,yes,"The image shows a yacht and a sailboat docked in a harbor with clear, blue water, indicating good visibility.","The image shows a yacht and a sailboat docked in a harbor with murky, green water, indicating poor visibility.",green
268,COCO_val2014_000000003837.jpg,3837,What is the most popular surfboard color?,blue,"The image shows a beach scene with several people and surfboards, where the majority of the surfboards are blue.","The image shows a beach scene with several people and surfboards, where the majority of the surfboards are red.",red
269,COCO_val2014_000000003845.jpg,3845,Was this stir fried?,yes,The plate contains stir-fried vegetables and chicken served with a portion of white rice.,The plate contains raw vegetables and chicken served with a portion of white rice.,no
270,COCO_val2014_000000003849.jpg,3849,How far is the pay toll?,1 mile,"The highway sign indicates that Bevier St is 3/4 mile away, with no mention of a pay toll.","The highway sign indicates that the pay toll is 3/4 mile away, with no mention of Bevier St.",3/4 mile away.
271,COCO_val2014_000000003865.jpg,3865,Is the sun rising?,no,"The image shows a person kite surfing on the ocean with the sun high in the sky, indicating it is not sunrise.","The image shows a person kite surfing on the ocean with the sun low on the horizon, indicating it is sunrise.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
272,COCO_val2014_000000003867.jpg,3867,What are the animals eating?,grass,Two zebras are grazing on grass in an open area.,Two zebras are eating from a pile of hay in an enclosed barn.,hay
273,COCO_val2014_000000003926.jpg,3926,How many sheep are there?,2,There are two sheep standing in a snowy field.,There are two cows standing in a snowy field.,cows
274,COCO_val2014_000000003932.jpg,3932,What type of animal is this?,sheep,The image shows a black sheep standing in a pen with hay on the ground and buckets nearby.,The image shows a blue bird perched on a branch with leaves in the background.,blue bird
275,COCO_val2014_000000003934.jpg,3934,What is the girl doing?,playing game,"A young girl is playing a game in a living room, holding a controller and moving energetically.","A young girl is sitting quietly on a couch, reading a book in a living room.",The girl is reading a book.
276,COCO_val2014_000000003938.jpg,3938,What is in the woman's hand?,wii remote,The woman is holding a white game controller in her hand.,The woman is holding a blue book in her hand.,blue book
277,COCO_val2014_000000003939.jpg,3939,Are the kids under 3 years old?,yes,"The image shows three young children standing on grass, each holding a teddy bear, appearing to be around 2 to 3 years old.","The image shows three young children standing on grass, each holding a teddy bear, appearing to be around 5 to 6 years old.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
278,COCO_val2014_000000003947.jpg,3947,Was this photo taken near water?,no,"The image shows a grassy field with sheep grazing under a blue sky with scattered clouds, and there is no visible water nearby.",The image shows a grassy field with sheep grazing near a large body of water under a blue sky with scattered clouds.,"{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}"
279,COCO_val2014_000000003964.jpg,3964,What does this person have on their face?,mask,The person is wearing a mask on their face while standing outdoors.,The person is wearing sunglasses on their face while standing outdoors.,"{'answer': 'blue', 'answer_confidence': 'yes', 'answer_id': 10}"
280,COCO_val2014_000000003983.jpg,3983,What is covering the ground?,snow,"The ground is covered with snow, and people are preparing their skiing equipment.","The ground is covered with grass, and people are preparing their picnic baskets.",green
281,COCO_val2014_000000004011.jpg,4011,What animal is this cake look like?,dog,The cake is designed to look like a white dog with floppy ears and a happy expression.,The cake is designed to look like a blue bird with large wings and a cheerful expression.,blue bird
282,COCO_val2014_000000004021.jpg,4021,What is the player's number?,44,The player wearing the blue uniform has the number 30 on their back.,The player wearing the blue uniform has the number 50 on their back.,50
283,COCO_val2014_000000004066.jpg,4066,Is this a lesson?,yes,"Two people in wetsuits are in the water with a surfboard, suggesting a surfing lesson.","Two people in wetsuits are sitting on the beach with a picnic basket, suggesting a beach picnic.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
284,COCO_val2014_000000004069.jpg,4069,Is this tow man?,no,The image shows two men riding bicycles on a road surrounded by trees.,The image shows two men sitting on a bench in a park surrounded by flowers.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
285,COCO_val2014_000000004079.jpg,4079,What is in the vase?,flowers,"The vase contains dried branches with round, translucent seed pods and a decorative feather.",The vase contains fresh blue flowers with large petals and green leaves.,blue flowers
286,COCO_val2014_000000004092.jpg,4092,What is she holding?,wii remote,The person is holding a white gaming controller in both hands.,The person is holding a blue book in both hands.,blue book
287,COCO_val2014_000000004093.jpg,4093,What is the danger to a person climbing this fence?,spikes,"The image shows a chain-link fence with a sign for ""TRI-CITY FENCE COMPANY"" surrounding a construction site with debris and equipment, indicating potential hazards for someone climbing the fence.","The image shows a chain-link fence with a sign for ""TRI-CITY FENCE COMPANY"" surrounding a playground with children playing, indicating no hazards for someone climbing the fence.","{'answer': 'green', 'answer_confidence': 'no', 'answer_id': 5}"
288,COCO_val2014_000000004108.jpg,4108,What's on the white plates?,cake,The white plates contain slices of cake with blue icing on top.,The white plates contain slices of cake with red icing on top.,"{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 10}"
289,COCO_val2014_000000004125.jpg,4125,Is the decor modern?,yes,"The room features a neutral color palette with a beige sofa, a simple wooden coffee table, and a modern framed photograph on the wall, suggesting a contemporary decor style.","The room features a vintage color palette with a floral-patterned sofa, an ornate wooden coffee table, and a classic oil painting on the wall, suggesting a traditional decor style.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
290,COCO_val2014_000000004134.jpg,4134,What is the person on the left doing with their hand?,shaking,The person on the left is shaking hands with the person on the right.,The person on the left is holding a glass of water.,"{'answer': 'holding a glass', 'answer_confidence': 'no', 'answer_id': 11}"
291,COCO_val2014_000000004157.jpg,4157,What is the item called that is hanging from the clock?,decoration,The image shows a clock with two decorative pom-poms hanging from it.,The image shows a clock with a small plant hanging from it.,plant
292,COCO_val2014_000000004175.jpg,4175,Is the woman serving for an odd point or an even point?,odd,"The woman is serving from the left side of the court, which indicates she is serving for an odd point.","The woman is serving from the right side of the court, which indicates she is serving for an even point.",even point
293,COCO_val2014_000000004187.jpg,4187,Which hand holds the racket?,left,The person is holding the racket with their left hand while wearing a green shirt and a cap.,The person is holding the racket with their right hand while wearing a green shirt and a cap.,right
294,COCO_val2014_000000004211.jpg,4211,What color is the horse?,white,"The image shows a jousting event with two knights on horseback. The horse on the left is black, and the horse on the right is white.","The image shows a jousting event with two knights on horseback. The horse on the left is blue, and the horse on the right is green.",The horse is blue.
295,COCO_val2014_000000004212.jpg,4212,What is sitting on the hood of the car?,cat,A cat is sitting on the hood of a blue car.,A bird is sitting on the hood of a red car.,red
296,COCO_val2014_000000004227.jpg,4227,What color is the players shirt?,orange,The player is wearing an orange shirt while serving a tennis ball on the court.,The player is wearing a blue shirt while serving a tennis ball on the court.,blue
297,COCO_val2014_000000004229.jpg,4229,Why does the elephant have tusks?,it's adult,"Elephants have tusks for digging, lifting objects, gathering food, and defense.",Elephants have tusks because they are blue and help them fly.,blue
298,COCO_val2014_000000004243.jpg,4243,Can that boy carry all the luggage?,no,"A young boy is sitting on a cart filled with several large, heavy-looking suitcases and a wicker basket, suggesting he cannot carry all the luggage.","A young boy is sitting on a cart filled with several small, lightweight bags and a wicker basket, suggesting he can carry all the luggage.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
299,COCO_val2014_000000004246.jpg,4246,Is it hot or cold in this picture?,hot,"The image shows two children flying kites on a sunny day, with clear blue skies and people wearing short sleeves, indicating warm weather.","The image shows two children building a snowman on a snowy day, with overcast skies and people wearing heavy coats, indicating cold weather.",cold
300,COCO_val2014_000000004256.jpg,4256,Is there enough bread for two people?,no,"The table is set for two people with two plates of broccoli and sauce, two glasses of water, and one slice of bread on a plate.","The table is set for two people with two plates of broccoli and sauce, two glasses of water, and two slices of bread on a plate.","{'answer': 'yes', 'answer_confidence': 'yes', 'answer_id': 10}"
301,COCO_val2014_000000004265.jpg,4265,What color of plants are in the window?,green,"The window features a variety of blue glass items and green plants, including potted flowers and an orchid.","The window features a variety of red glass items and red plants, including potted flowers and an orchid.",red
302,COCO_val2014_000000004266.jpg,4266,What does the sign say?,no sign,"The sign on the ski slope is red with text that is not clearly visible, indicating a warning or caution area.","The sign on the ski slope is blue with text that is clearly visible, indicating a beginner-friendly area.",green
303,COCO_val2014_000000004275.jpg,4275,What color is the man's hat?,red,The man is wearing a red hat while skateboarding in a parking lot.,The man is wearing a green hat while skateboarding in a parking lot.,green
304,COCO_val2014_000000004283.jpg,4283,How many frogs are the birds eating?,0,"Two cormorants are standing on a rock in the water, with one spreading its wings and neither eating anything.","Two cormorants are standing on a rock in the water, with one eating a frog.",One frog.
305,COCO_val2014_000000004286.jpg,4286,Can you see trees?,yes,"The image shows a giraffe standing in a lush, green forest with several tall trees in the background.",The image shows a giraffe standing in a barren desert with no trees in the background.,no
306,COCO_val2014_000000004296.jpg,4296,Is this a happy room?,no,"The room is under renovation with tools and materials scattered around, giving it an unfinished and cluttered appearance.","The room is brightly decorated with colorful furniture and cheerful decorations, creating a lively and joyful atmosphere.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
307,COCO_val2014_000000004312.jpg,4312,Has the man been drinking?,no,"A man is sitting in a restaurant, holding a Nikon camera and taking a photo of a pizza on the table in front of him.","A man is sitting in a restaurant, holding a glass of wine and taking a sip while looking at the camera.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
308,COCO_val2014_000000004338.jpg,4338,What is the black object?,bear,"The black object in the field is a bear, surrounded by grass and trees.","The black object in the field is a large rock, surrounded by grass and trees.",blue
309,COCO_val2014_000000004355.jpg,4355,What are the people riding on?,motorcycle,"Two people are riding motorcycles, one is on a blue sport bike and the other on a black cruiser bike.","Two people are riding bicycles, one is on a blue road bike and the other on a black mountain bike.",bicycles
310,COCO_val2014_000000004359.jpg,4359,What are the people in the background of the picture doing?,standing,"The people in the background of the picture are standing inside a train, facing towards the doors.","The people in the background of the picture are sitting on benches, reading newspapers.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
311,COCO_val2014_000000004375.jpg,4375,Can you see any snowboards?,yes,"The image shows a snowy ski resort with many people skiing, but no visible snowboards.","The image shows a snowy beach with many people sunbathing, but no visible snowboards.","{'answer': 'yellow', 'answer_confidence': 'no', 'answer_id': 20}"
312,COCO_val2014_000000004386.jpg,4386,What color is the wall?,purple,"A person is sitting on the ground eating from a plate, with a purple wall in the background.","A person is sitting on the ground eating from a plate, with a green wall in the background.",green
313,COCO_val2014_000000004392.jpg,4392,What color is the dog?,brown,The dog is wearing a blue collar while lying on a bed with various colored blankets and pillows.,The dog is wearing a red collar while lying on a bed with various colored blankets and pillows.,red
314,COCO_val2014_000000004395.jpg,4395,Does the man have a beard?,no,The man is clean-shaven and does not have a beard.,The man has a full beard and mustache.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
315,COCO_val2014_000000004396.jpg,4396,Is the bear wearing shoes?,no,"The bear is wearing a green coat with a red string, and its feet are visible without any shoes.","The bear is wearing a green coat with a red string, and its feet are covered with blue shoes.",blue
316,COCO_val2014_000000004438.jpg,4438,What is the man doing?,jumping,"A man is jumping in the air with a joyful expression in front of a large, twisted tree.","A man is sitting on a bench with a relaxed expression in front of a large, twisted tree.",The man is sitting.
317,COCO_val2014_000000004495.jpg,4495,What item in the room is plaid?,couch,"The room contains a plaid blue couch, a television on a stand, and a single armchair.","The room contains a plaid blue rug, a television on a stand, and a single armchair.",rug
318,COCO_val2014_000000004497.jpg,4497,Is this in America?,no,"The image shows a truck with German text ""Möbel Preiss"" and a German license plate, indicating it is in Germany.","The image shows a truck with English text ""Furniture Price"" and an American license plate, indicating it is in America.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
319,COCO_val2014_000000004498.jpg,4498,What sport is being played?,skateboarding,"A young boy is riding a RipStik, a type of caster board, on a residential street.",A young boy is playing basketball on a residential street.,basketball
320,COCO_val2014_000000004509.jpg,4509,What is the model kneeling on?,bed,The model is kneeling on a bed with a white and blue patterned duvet cover.,The model is kneeling on a bed with a red and yellow patterned duvet cover.,"{'answer': 'red', 'answer_confidence': 'yes', 'answer_id': 11}"
321,COCO_val2014_000000004551.jpg,4551,What is the dinosaur?,brontosaurus,The image shows a large blue dinosaur sculpture with colorful kites flying in the background at an outdoor event.,The image shows a large red dinosaur sculpture with colorful kites flying in the background at an outdoor event.,red
322,COCO_val2014_000000004554.jpg,4554,What is under the woman's feet?,snowboard,"The woman is standing on a snowboard, which is blue in color.","The woman is standing on a snowboard, which is red in color.",red
323,COCO_val2014_000000004576.jpg,4576,Are these old bikes?,no,The image shows a busy urban square with a large world clock in the center and a group of people walking with umbrellas. There are several bicycles parked in the foreground.,The image shows a quiet rural area with a small wooden clock tower and a few people walking with umbrellas. There are several old bicycles parked in the foreground.,"{'answer': 'yes', 'answer_confidence': 'no', 'answer_id': 5}"
324,COCO_val2014_000000004592.jpg,4592,Is she a good player?,yes,"The image shows a tennis player in mid-air, executing a powerful shot during a match, with a large audience watching intently.","The image shows a tennis player sitting on the sidelines, looking disinterested, with a sparse audience in the background.",red
325,COCO_val2014_000000004620.jpg,4620,What colors are on the sticker on the meter?,red and black,The sticker on the meter is primarily blue with white text.,The sticker on the meter is primarily green with yellow text.,"{'answer': 'green', 'answer_confidence': 'yes', 'answer_id': 11}"
326,COCO_val2014_000000004665.jpg,4665,What was just thrown at this couple?,rice,"The couple is sitting in a car, dressed in wedding attire, with small pieces of confetti visible on their hair and clothes.","The couple is sitting in a car, dressed in wedding attire, with small pieces of blue paint visible on their hair and clothes.",Blue paint.
327,COCO_val2014_000000004678.jpg,4678,Is this a professional photo?,yes,"The image shows a well-composed photograph of a famous architectural structure under construction, with a person walking a dog in the foreground, suggesting professional photography.","The image shows a casual snapshot of a small town street with a person walking a dog, suggesting amateur photography.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
328,COCO_val2014_000000004688.jpg,4688,What color are the leaves on the tree?,green,"The leaves on the tree are green, blending with the natural surroundings.","The leaves on the tree are blue, contrasting with the natural surroundings.",blue
329,COCO_val2014_000000004700.jpg,4700,Where is the coach?,sidelines,The coach is wearing a blue shirt and is standing on the sidelines of the soccer field.,The coach is wearing a red shirt and is standing in the middle of the soccer field.,red
330,COCO_val2014_000000004731.jpg,4731,Is this in a foreign place?,yes,"The image shows a man holding a baby in a kitchen with Japanese writing on the calendar and packaging, suggesting it is in Japan.","The image shows a man holding a baby in a kitchen with French writing on the calendar and packaging, suggesting it is in France.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
331,COCO_val2014_000000004736.jpg,4736,Is this a professional picture?,yes,"The image shows a baseball game with a batter in a blue uniform, a catcher, and an umpire, indicating a professional setting.","The image shows a baseball game with a batter in a red uniform, a catcher, and an umpire, indicating a professional setting.",red
332,COCO_val2014_000000004742.jpg,4742,Is the ocean calm?,no,"A person is surfing on small waves, indicating the ocean is not calm.","A person is surfing on a completely flat surface, indicating the ocean is calm.",yes
333,COCO_val2014_000000004749.jpg,4749,Are the bananas ripe?,yes,"The image shows a green bowl containing two bananas with brown spots, indicating they are ripe.","The image shows a green bowl containing two bananas with a bright green color, indicating they are unripe.",no
334,COCO_val2014_000000004754.jpg,4754,Is this in a zoo?,no,"The image shows zebras and wildebeests grazing in a vast open savannah with rolling hills in the background, indicating a natural habitat rather than a zoo.","The image shows zebras and wildebeests in a small enclosed area with concrete paths and fences, indicating a zoo setting.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 20}"
335,COCO_val2014_000000004760.jpg,4760,Are the benches empty?,yes,The image shows two empty wooden benches in a small park area with a lamppost and a small fire hydrant nearby.,The image shows two wooden benches occupied by people in a small park area with a lamppost and a small fire hydrant nearby.,"{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
336,COCO_val2014_000000004764.jpg,4764,Where are the motorcycles parked?,garage,The motorcycle is parked on a blue floor in a garage or workshop setting.,The motorcycle is parked on a red floor in a garage or workshop setting.,red
337,COCO_val2014_000000004765.jpg,4765,What is white in the water?,surfboard,"A surfer is riding a wave, creating white foam in the water.","A surfer is riding a wave, creating green foam in the water.",green
338,COCO_val2014_000000004772.jpg,4772,Who is looking out the window?,boy,"A person with short hair is sitting inside, looking out of a window at a body of water.","A person with a blue hat is sitting inside, looking out of a window at a body of water.",blue hat
339,COCO_val2014_000000004795.jpg,4795,Is there a laptop in this picture?,yes,"A black cat is sitting in front of a computer monitor, and a laptop with a blue cover is visible next to it.","A black cat is sitting in front of a computer monitor, and a tablet with a blue cover is visible next to it.","{'answer': 'blue', 'answer_confidence': 'no', 'answer_id': 10}"
340,COCO_val2014_000000004840.jpg,4840,How many buildings are in the distance?,3,A skateboarder is performing a trick in an open area with several buildings visible in the distance.,A skateboarder is performing a trick in an open area with a single tree visible in the distance.,green
341,COCO_val2014_000000004916.jpg,4916,How many people?,2,"Two children are standing in a room, facing away from the camera.","Three children are standing in a room, facing away from the camera.",green
342,COCO_val2014_000000004936.jpg,4936,What vegetables are included in this medley?,"green beans, celery, broccoli, carrots, and cauliflower","The vegetable medley includes carrots, green beans, cauliflower, broccoli, and celery.","The vegetable medley includes tomatoes, cucumbers, lettuce, radishes, and onions.","{'answer': 'red', 'answer_confidence': 'no', 'answer_id': 5}"
